0 , 0 , 0
1 , 1 , 5.000000000000001
2 , 1 , 5
3 , 2 , 10
4 , 3 , 15.000000000000004
5 , 5 , 25.000000000000007
6 , 8 , 40.000000000000014
7 , 13 , 65.00000000000001
8 , 21 , 105.00000000000004
9 , 34 , 170.00000000000006
10 , 55 , 275.00000000000006
11 , 89 , 445.00000000000017
12 , 144 , 720.0000000000003
13 , 233 , 1165.0000000000005
14 , 377 , 1885.000000000001
15 , 610 , 3050.0000000000014
16 , 987 , 4935.000000000003
17 , 1597 , 7985.0000000000055
18 , 2584 , 12920.00000000001
19 , 4181 , 20905.000000000015
20 , 6765 , 33825.00000000002
21 , 10946 , 54730.00000000004
22 , 17711 , 88555.00000000006
23 , 28657 , 143285.00000000012
24 , 46368 , 231840.0000000002
25 , 75025 , 375125.00000000035
26 , 121393 , 606965.0000000006
27 , 196418 , 982090.0000000009
28 , 317811 , 1589055.0000000016
29 , 514229 , 2571145.0000000023
30 , 832040 , 4160200.0000000047
31 , 1346269 , 6731345.000000007
32 , 2178309 , 10891545.000000013
33 , 3524578 , 17622890.000000022
34 , 5702887 , 28514435.000000034
35 , 9227465 , 46137325.00000007
36 , 14930352 , 74651760.0000001
37 , 24157817 , 120789085.00000016
38 , 39088169 , 195440845.00000024
39 , 63245986 , 316229930.00000036
40 , 102334155 , 511670775.0000007
41 , 165580141 , 827900705.0000011
42 , 267914296 , 1339571480.000002
43 , 433494437 , 2167472185.0000033
44 , 701408733 , 3507043665.0000057
45 , 1134903170 , 5674515850.000009
46 , 1836311903 , 9181559515.000015
47 , 2971215073 , 14856075365.000025
48 , 4807526976 , 24037634880.00004
49 , 7778742049 , 38893710245.00007
50 , 12586269025 , 62931345125.00011
51 , 20365011074 , 101825055370.00018
52 , 32951280099 , 164756400495.00027
53 , 53316291173 , 266581455865.0005
54 , 86267571272 , 431337856360.00085
55 , 139583862445 , 697919312225.0013
56 , 225851433717 , 1129257168585.0022
57 , 365435296162 , 1827176480810.0037
58 , 591286729879 , 2956433649395.0054
59 , 956722026041 , 4783610130205.01
60 , 1548008755920 , 7740043779600.016
61 , 2504730781961 , 12523653909805.027
62 , 4052739537881 , 20263697689405.043
63 , 6557470319842 , 32787351599210.07
64 , 10610209857723 , 53051049288615.12
65 , 17167680177565 , 85838400887825.2
66 , 27777890035288 , 138889450176440.33
67 , 44945570212853 , 224727851064265.5
68 , 72723460248141 , 363617301240705.9
69 , 117669030460994 , 588345152304971.4
70 , 190392490709135 , 951962453545677.2
71 , 308061521170129 , 1540307605850648.8
72 , 498454011879264 , 2492270059396326.5
73 , 806515533049393 , 4032577665246975.5
74 , 1304969544928657 , 6524847724643301
75 , 2111485077978050 , 10557425389890278
76 , 3416454622906707 , 17082273114533578
77 , 5527939700884757 , 27639698504423860
78 , 8944394323791464 , 44721971618957440
79 , 14472334024676220 , 72361670123381300
80 , 23416728348467684 , 117083641742338750
81 , 37889062373143900 , 189445311865720060
82 , 61305790721611580 , 306528953608058800
83 , 99194853094755490 , 495974265473778900
84 , 160500643816367070 , 802503219081837800
85 , 259695496911122560 , 1298477484555616800
86 , 420196140727489660 , 2100980703637454600
87 , 679891637638612200 , 3399458188193071600
88 , 1100087778366101900 , 5500438891830526000
89 , 1779979416004714000 , 8899897080023598000
90 , 2880067194370816000 , 14400335971854123000
91 , 4660046610375530000 , 23300233051877720000
92 , 7540113804746346000 , 37700569023731850000
93 , 12200160415121877000 , 61000802075609570000
94 , 19740274219868226000 , 98701371099341420000
95 , 31940434634990100000 , 159702173174951020000
96 , 51680708854858330000 , 258403544274292470000
97 , 83621143489848430000 , 418105717449243500000
98 , 135301852344706760000 , 676509261723536000000
99 , 218922995834555200000 , 1.0946149791727796e+21
100 , 354224848179262000000 , 1.7711242408963156e+21
101 , 573147844013817200000 , 2.8657392200690953e+21
102 , 927372692193079200000 , 4.6368634609654107e+21
103 , 1.5005205362068963e+21 , 7.502602681034507e+21
104 , 2.4278932283999755e+21 , 1.2139466141999917e+22
105 , 3.9284137646068717e+21 , 1.9642068823034426e+22
